Merchantnumber,recency,frequency,monetary_value
62006362003243,0,661,49778170
62006362003271,4,59,152101004
62006362003305,0,37,19112004
62006362003318,0,837,241724509
62006362003319,0,41,47579754
62006362003326,11,11,621004
62006362003327,0,224,86942099
62006362003329,0,34,172221004
62006362003335,0,44,21661004
62006362003371,1,33,55821004
62006362003381,8,28,83700004
62006362003384,1,73,17303504
62006362003399,1,212,46564004
62006362003400,2,110,220936451
62006362003402,2,30,87701004
62006362003428,1,18,82616004
62006362003449,0,124,142771004
62006362003460,7,5,5611004
62006362003473,2,300,3746270604
62006362003481,0,16,183359000
62006362003484,0,35,34291004
62006362003495,0,38,2622171004
62006362003500,0,81,44121004
62006362003504,18,1,1004
62006362003511,0,36,4768404
62006362003512,0,72,34661004
62006362003515,2,9,74201004
62006362003516,1,19,55905021
62006362003525,24,1,1004
62006362003527,1,3,16586004
62006362003533,2,57,34993694
62006362003535,0,50,102912004
62006362003540,0,45,2258171004
62006362003543,2,72,27221938
62006362003544,1,20,2691004
62006362003552,13,5,72501004
62006362003554,19,1,1004
62006362003561,7,4,4111
62006362003562,0,6,44302099
62006362003576,4,22,29591004
62006362003597,0,22,9671004
62006362003601,0,398,866891004
62006362003611,2,11,661004
62006362003617,0,5,1501004
62006362003627,2,262,36202345
62006362003629,3,2,11004
62006362003639,0,203,141806004
62006362003642,0,49,68191004
62006362003652,0,102,144297099
62006362003656,16,3,451004
62006362003657,0,113,231741004
62006362003663,3,2,2008
62006362003666,13,5,731004
62006362003669,0,192,98291004
62006362003680,0,91,23051004
62006362003683,0,53,30695004
62006362003686,2,64,39121004
62006362003690,0,256,80417099
62006362003692,6,23,6463504
62006362003707,0,98,36589004
62006362003709,3,2,11004
62006362003710,0,60,5616004
62006362003713,0,525,95208004
62006362003718,0,606,291691004
62006362003726,5,1,1004
62006362003749,0,188,330006004
62006362003750,4,1,1004
62006362003773,3,2,11004
62006362003774,3,2,11004
62006362003775,3,2,11004
62006362003776,11,13,5279004
62006362003793,2,10,6896004
62006362003795,2,68,368127670
62006362003801,5,2,11004
62006362003802,4,3,12006
62006362003804,0,121,106716004
62006362003807,2,856,345729486
62006362003810,7,11,341601004
62006362003813,25,1,1004
62006362003817,0,253,12623752
62006362003818,2,31,403351004
62006362003827,2,24,18332004
62006362003832,1,11,10401004
62006362003837,3,2,11004
62006362003846,0,88,429696058
62006362003853,0,374,363181004
62006362003864,0,27,44163016
62006362003878,0,214,186988365
62006362003879,0,58,41953016
62006362003891,0,43,32801004
62006362003895,0,25,3851004
62006362003896,0,87,214936004
62006362003904,0,768,219497004
62006362003908,0,29,16281004
62006362003910,0,122,92045004
62006362003920,0,191,159581004
62006362003929,1,42,294731004
62006362003930,5,82,262881004
62006362003932,0,110,65108027
62006362003933,0,573,380321004
62006362003934,6,20,4171004
62006362003938,0,150,90702099
62006362003942,0,243,419972004
62006362003949,4,55,187621004
62006362003960,0,132,407868000
62006362003970,2,333,136931004
62006362003972,5,2,11004
62006362003986,0,91,164951004
62006362003993,0,16,512503013
62006362003994,2,21,2154001004
62006362003998,2,27,64041004
62006362004000,4,27,104101004
62006362004008,0,61,67201004
62006362004019,2,68,756345097
62006362004024,3,2,11004
62006362004032,0,803,731255000
62006362004033,0,290,526437359
62006362004040,4,8,2314004
